"comic_books,comic_book_character,first_appearance"
"soccer,football_league,league_system"
"olympics,olympic_games,competitions"
"zoos,zoo_exhibit,species"
"base,handball,handball_league,governing_body"
"geography,geographical_feature_category,subcategories"
"cvg,game_version,publisher"
"base,americancivilwar,campaign,theater"
"visual_art,art_series,artworks"
"user,gamigo,default_domain,recipe,ingredients"
"fictional_universe,fictional_organization,type_of_organization"
"user,narphorium,default_domain,brand,owner"
"base,armoryshow1913,exhibited_artwork,artist"
"tv,tv_personality,tv_regular_appearances"
"theater,play,playwright"
"base,engineeringdraft,manufactured_component,meronyms"
"base,phobias,phobia,also_caused_by_medical_condition"
"user,jamie,default_domain,boat_class,includes_class"
"user,bjoernz,default_domain,podcast,host1"
"user,alecf,default_domain,audio_program_distribution,shows"
"astronomy,satellite_galaxy,satellite_of_this_galaxy"
"astronomy,asteroid,member_of_asteroid_family"
"user,jg,default_domain,olympic_event,games"
"people,american_indian_group,us_indian_reservations"
"biology,organism_classification,higher_classification_closure"
"base,athletics,athletics_organization,events_organized"
"user,jamie,military_awards,award,service"
"biology,organism_classification,lower_classification_closure"
"tv,tv_program,recurring_segments"
"film,film_genre,films_in_this_genre"
"base,scenicbyways,scenic_byway_authority,byway_authority"
"cvg,cvg_developer,game_versions_developed"
"base,aareas,schema,administrative_area,iso_country"
"religion,religious_organization_leadership,leader"
"cvg,game_version,developer"
"user,olet,default_domain,cms,programm_language"
"base,monster,monstrous_works_of_fiction,featured_monster_s"
"base,engineeringdraft,manufactured_component,variation_of"
"user,rcheramy,default_domain,hockey_team,division"
"base,ancientegypt,tomb,excavated_by"
"base,argumentmaps,moral_support,supporter"
"user,mcstrother,default_domain,human_pathogenic_microbe,animal_reservoir"
"religion,religious_organization,building"
"user,sai_rath,default_domain,freedom_fighter,memorial"
"astronomy,galaxy,satellite_galaxies"
"base,yupgrade,user,person"
"base,bioventurist,product,technology_involved"
"base,formula1,formula_1_grand_prix,season"
"base,cocktails,cocktail,standard_garnish"
"astronomy,galactic_cluster,galaxy_groups"
"base,ancientegypt,tomb_excavator,tombs_excavated"
"base,scenicbyways,scenic_byway_program,authority"
"user,dylanrocks,national_football_league,suffered_nasty_nfl_injury,injury"
"user,zeusi,default_domain,sports_series,sport_s"
"computer,software_compatibility,software"
"organization,organization_relationship,parent"
"base,mailinglists,mailing_list,mailing_list_subject"
"base,schemastaging,app_variant,compatible_os"
"organization,organization,child"
"user,robert,x2008_presidential_election,candidate,presidential_campaigns"
"user,synedra,didwho,support,organization"
"government,governmental_jurisdiction,governing_officials"
"location,us_indian_reservation,tribes"
"user,coco,default_domain,cereal,common_food"
"base,survivor,survivor_contestant,season"
"base,rally,rally,speaker"
"protected_sites,protected_site,system"
"base,mosaic,mosaic_country,broadcasters"
"user,blackhound,hornblower_universe,character,appears_in_books"
"base,x2010fifaworldcupsouthafrica,fifa_world_cup,best_player"
"base,qualia,type_of_disability,support_advocacy_groups"
"base,crime,crime,police_department"
"government,government_position_held,jurisdiction_of_office"
"cricket,cricket_administrative_body,competitions"
"user,alexander,default_domain,supergame,games_contained"
"base,damsbase,dam_failure,cause_of_failure"
"base,jamesbond007,bond_girl,appears_in_film_s"
"base,survivor,survivor_season,contestants"
"user,tsegaran,language,phrase,subject"
"user,jamie,default_domain,yacht_racing,yacht_race,competitions"
"base,ports,port_of_call,marine_terminals"
"radio,radio_subject,programs_with_this_subject"
"base,classiccars,vintage_car,body_styles_produced"
"fictional_universe,fictional_object,created_by"
"base,engineeringdraft,manufactured_component,variants"
"base,cocktails,cocktail_garnish,cocktails_with_this_garnish"
"user,jefft0,default_domain,dog_breed,dogs_of_this_breed"
"base,phytochemical,flavonoid_subclass,dietary_flavonoid"
"base,monster,monster,monstrous_campaign_s"
"base,fires,fire_department,firefighters"
"amusement_parks,ride_theme,rides"
"protected_sites,park_system,member_parks"
"user,jamie,default_domain,yacht_racing,competition,series"
"user,alecf,default_domain,radio_show,distribution"
"tv,tv_regular_personal_appearance,person"
"base,crime,execution,person_executed"
"geography,geographical_feature,category"
"astronomy,asteroid_family,asteroid_family_member"
"base,oceanography,oceanographic_research_vessel,operator"
"award,hall_of_fame,discipline"
"user,robert,us_congress,house_committee,chairperson"
"base,phytochemical,flavonoid,flavonoid_subclass"
"base,anglican,church,geographical_scope"
"user,alexander,philosophy,idea,philosopher"
"base,underwater,underwater_thing,body_of_water"
"base,pipesmoking,component_tobacco,pipe_tobaccos_with_this_component"
"amusement_parks,ride,theme"
"base,ports,marine_terminal,at_port_of_call"
"base,thesocialset,clique,major_interests"
"user,narphorium,people,citizen,country"
"user,dsinclair,default_domain,structure_2,structure_2"
"base,animemanga,anime_manga_franchise,part_of_franchise"
"user,manveru,default_domain,irc_channel,covered_topics"
"base,bioventurist,technology_class,products_involving_this_technology"
"base,animemanga,anime_director,anime_directing_credits"
"base,damsbase,dam_destruction_method,dams_destroyed_by_this_method"
"user,blackhound,hornblower_universe,book,characters_in_this_book"
"user,arielb,default_domain,dormitory,institution"
"user,jamie,default_domain,sailboat_class,boats_in_class"
"religion,religious_leader,religious_leadership"
"user,paul_houle,default_domain,nuclear_reactor,coolant"
"user,jg,default_domain,olympic_games,events"
"base,qualia,disability_organization,disability"
"interests,interest,people_with_this_interest"
"base,newsevents,footage,videotaped_event"
"base,crime,police_department,notable_investigated_crimes"
"user,alexander,default_domain,subgame,contained_within"
"base,recordingstudios,studio_album,recorded_at"
"medicine,drug,canonical_brands"
"award,hall_of_fame_discipline,halls_of_fame"
"user,alexander,philosophy,philosopher,notable_ideas"
"tv,tv_program,multipart_episodes"
"base,ballet,ballet_company,notable_dancers"
"film,film,genre"
"user,mcstrother,default_domain,infectious_bacteria,shape"
"astronomy,galactic_group,galaxy_cluster"
"base,pipesmoking,pipe_tobacco,components"
"base,recordingstudios,recording_studio,albums_recorded_here"
"base,newsevents,videotaped_event,footage"
"tv,sequence_of_tv_episode_segments,tv_series"
"base,crime,executed_person,execution"
"base,surfing,surf_film,surfers"
"base,domesticanimalbreeders,domestic_animal_breeder,breeds"
"base,peleton,cycling_team_professional,name_sponsors"
"music,concert_tour,live_recordings"
"user,jamie,default_domain,boat_class,parent_class"
"user,alexander,default_domain,royal_title,title_holders"
"biology,organism_classification,latest_fossil_record"
"user,robert,x2008_presidential_election,campaign,candidate"
"internet,blog,focus"
"user,kofish,default_domain,lpmud_driver,lpc_dialect"
"user,joshuamclark,default_domain,bird,family"
"user,sbennett,default_domain,automobile_manufacturer,models"
"base,inaugurations,inauguration_speaker,inauguration"
"user,jefft0,default_domain,purebred_dog,breed"
"base,cdnpolitics,leadership_convention,political_party"
"tv,multipart_tv_episode,tv_program"
"base,livemusic,concert_venue,location"
"base,fires,firefighter,belongs_to_fire_department"
"base,argumentmaps,subject_of_curiousity,explanation"
"base,mailinglists,mailing_list_subject,mailing_lists"
"user,trs80,default_domain,software_platform,used_by"
"base,euromaidan,news_agency,credible"
"wine,wine_color,wines"
"base,athletics,athletics_championships_series,organized_by"
"base,inaugurations,inauguration,president"
"music,live_album,concert_tour"
"medicine,drug_brand,canonical_drug"
"event,disaster,notable_structures_damaged"
"base,animemanga,manga_title,animanga_franchise"
"base,animemanga,anime_manga_franchise,sub_franchise"
"base,philbsuniverse,musical_album_detailed_view,artist_s_or_band_s"
"geography,geographical_feature_category,features"
"base,animemanga,anime_manga_franchise,manga_title"
"user,mcstrother,default_domain,human_pathogenic_microbe,normal_flora_of"
"computer,software,compatible_oses"
"base,engineeringdraft,manufactured_component,holonym"
"wine,wine,color"
"base,politicalconventions,presidential_nominee,campaign"
"user,proveit,default_domain,video_game_composer,video_games"
"astronomy,galactic_cluster,galaxy_supercluster"
"base,mosaic,included_broadcaster,country_of_origin"
"base,tallships,tall_ship,home_port"
"user,fearlith,default_domain,podcast_lecture,institution"
"location,id_regency,regency_seat"
"base,argumentmaps,moral_agent,supports_action"
"base,educationalshortfilm,educational_short_film,sponsor"
"base,mullardspacesciencelaboratoryprojects,satellite,launch_site"
"user,alexander,default_domain,royal_house_member,title"
"base,crime,criminal_defendant,legal_cases"
"astronomy,galactic_super_cluster,galaxy_clusters"
"base,argumentmaps,explanation,explained_thing"
"royalty,system_of_nobility,superceded_by"
"user,frakilk,default_domain,family,order"
"radio,radio_program,subjects"
"royalty,system_of_nobility,supercedes"
"base,animemanga,anime_title,anime_director"
"base,formula1,formula_1_season,race"
"kp_lw,philosopher,main_interests"
"user,arielb,israel,kibbutz,regional_council"
"user,bjoernz,default_domain,podcaster,podcast"
"user,jamie,default_domain,sailboat,sailboat_class"
"law,constitutional_amendment,proposed_by"
"fictional_universe,event_in_fiction,appears_in_these_works"
"user,hthorisson,default_domain,intelligent_system,concept_developer"
"user,skud,nuclear_weapons,nuclear_test_series,country_responsible"
"business,acquisition,acquiring_company"
"user,ebel,default_domain,eurovision_song_contest_entry,country"
"fictional_universe,work_of_fiction,events"
"music,composition,place_composed"
"royalty,noble_rank,titles_conferring_this_rank"
"music,group_member,vocal_range"
"education,grade_level,locations_used"
"amusement_parks,amusement_park_area,rides"
"soccer,football_league,seasons"
"base,crime,criminal_defence_attorney,in_criminal_trials"
"astronomy,comet,meteor_shower_spawned"
"base,mullardspacesciencelaboratoryprojects,satellite,launch_vehicle"
"base,sportssandbox,sport,recurring_events"
"base,americancomedy,double_act_straight_man,straight_man_in_double_act"
"base,aubreymaturin,treatment,treatment_for"
"base,aliens,ufo_sighting_location,ufo_sighting_s"
"user,lindenb,default_domain,student,teacher"
"biology,pedigreed_animal,breed"
"engineering,engine,designer"
"base,peleton,cycling_team_professional,team_manager"
"base,engineering,reclaimed_land,reclaimed_from"
"award,competition,type_of_competition"
"base,pokervariants,poker_variant,based_on"
"astronomy,meteor_shower,source_of_meteor_shower"
"theater,play,genre"
"book,excerpt,work_excerpted"
"base,fires,explosive_substance,explosions_caused_this_way"
"base,formula1,formula_1_team,first_race"
"base,livemusic,concert_venue,concerts"
"book,excerpted_work,excerpts"
"music,voice,singers"
"base,activism,activism_issue,parent_issue"
"education,student_radio_station,school"
"user,jamie,default_domain,boat,designer"
"base,formula1,formula_1_team,constructors_championship"
"religion,type_of_place_of_worship,places_of_worship"
"base,events,geographical_scope,conferences_and_conventions_with_this_geographic_scope"
"user,alexander,misc,murdered_person,murder_method"
"base,thesocialset,clique,clique_lead_member_s"
"base,dance,dance_company,located_in"
"sports,fight_song,sports_team"
"base,medical_schema_staging,medical_board,certified_medical_specialties"
"base,recordingstudios,studio_musician,albums_played_on"
"fictional_universe,fictional_universe_creator,fictional_universes_created"
"music,music_video,artist"
"base,aubreymaturin,malady,treatments"
"engineering,engine_designer,engines_designed"
"organization,organization,companies_acquired"
"tv,tv_series_episode,next_episode"
"base,events,type_of_festival,recurring_festivals_of_this_type"
"user,rcheramy,default_domain,hockey_team,captain"
"base,livemusic,concert,venue"
"food,beer,beer_style"
"base,pests,pest,attacked_by"
"user,lindenb,default_domain,teacher,student"
"base,grecoromanmythology,source,mythological_entities_depicted"
"user,micahsaul,default_domain,recurring_festival,festival_occurrence"
"base,grecoromanmythology,mythological_entity,present_in"
"base,recordingstudios,studio_album,arranger"
"base,database,data_contributor,contributed_to_data_set_s"
"aviation,aircraft_model,aircraft_type"
"law,constitutional_amendment_proposer,constitutional_amendments_proposed"
"sports,sports_league_season,championship"
"user,dylanrocks,national_football_league,nfl_stadiums_where_home_team_lost_the_first_game,team_beaten_by"
"user,skud,embassies_and_consulates,embassy,from_country"
"government,election,primaries"
"user,micahsaul,default_domain,music_festival,occurrence_of_festival"
"user,rpasay,software_package,database_management_system,data_structures_supported"
"education,school,highest_grade_taught"
"education,field_of_study,academic_departments"
"soccer,football_league_season,league"
"base,argumentmaps,thinker,thinks_this_doesn_t_exist"
"user,mrmasterbastard,default_domain,region_in_finland,contains"
"music,opera_singer,voice_type"
"food,dietary_restriction,compatible_ingredients"
"business,business_operation,major_customer"
"user,lindenb,default_domain,scientist,opponent"
"base,formula1,formula_1_season,team"
"base,propositions,proposition,concerns"
"base,recordingstudios,studio_album,studio_musician"
"business,customer,supplier"
"base,engineering,canal,part_of_canal_network"
"base,mladraft,institution,operated_by"
"comic_books,comic_book_genre,comic_book_series_in_this_genre"
"user,tsegaran,random,cocktail,ingredient"
"base,formula1,formula_1_season,constructors_champion"
"base,sportssandbox,sports_recurring_event,sports"
"base,usnationalparks,us_national_park,closest_airports"
"spaceflight,satellite,launch_site"
"base,engineering,canal,canal_tunnels"
"fictional_universe,fictional_universe,created_by"
"aviation,aircraft_type,aircraft_of_this_type"
"royalty,noble_title,noble_rank"
"distilled_spirits,spirit_producing_region,distilleries"
"amusement_parks,ride,area"
"sports,sports_team,fight_song"
"base,pests,pesticide,attacks"
"base,ballet,ballet_school,founder"
"fictional_universe,character_rank,characters_of_this_rank"
"base,cdnpolitics,leadership_convention,winner"
"digicams,camera_sensor_manufacturer,cameras"
"award,competition_type,competitions_of_this_type"
"user,synedra,didwho,person,personal_relationship"
"conferences,conference_series,geographical_scope"
"dataworld,gardening_hint,last_referenced_by"
"base,engineering,canal_network,canals"
"sports,sports_championship_event,season"
"user,synedra,didwho,personal_relationship,celebrity"
"user,ddammann,default_domain,student,teacher"
"tv,tv_series_episode,previous_episode"
"religion,place_of_worship,type_of_place_of_worship"
"base,celeb,celeb,lived_with"
"event,disaster,notable_people_killed"
"user,micahsaul,advertising,ad_campaign,advertised_thing"
"fictional_universe,fictional_character,rank"
"base,medical_schema_staging,medical_specialty,certifying_medical_board"
"user,micahsaul,advertising,advertised_thing,ad_campaigns"
"theater,theater_genre,plays_in_this_genre"
"base,pokervariants,poker_variant,variations"
"kp_lw,philosopher,era"
"user,doconnor,industry_standards,standards_body,maintains"
"base,animemanga,anime_title,anime_studio"
"base,activism,activism_issue,includes_issues"
"base,academyawards,host_of_oscar_show,oscar_show_hosted"
"base,events,festival_series,type_of_festival"
"base,argumentmaps,object_of_disputed_existence,people_who_think_it_doesn_t_exist"
"base,ballet,ballet,music"
"base,database,database,data_contributor_s"
"base,crime,criminal_trial,criminal_defence_attorney"
"distilled_spirits,distillery,region"
"user,skud,nuclear_weapons,nuclear_power,nuclear_test_series"
"base,fires,explosion,propellant"
"government,primary_election,follow_on_election"
"digicams,digital_camera,camera_sensor_manufacturer"
"education,department,field"
"education,educational_institution,radio_station"
"spaceflight,space_mission,launch_site"
"base,mladraft,mla_operator,operates_institutions"
"food,beer_style,beers"
"base,aliens,ufo_sighting,location"
"spaceflight,rocket_launch_site,missions_launched_here"
"base,americancomedy,double_act,straight_man"
"base,propositions,proposition_issue,related"
"comic_books,comic_book_series,genre"
"food,ingredient,compatible_with_dietary_restrictions"
"base,tibetanbuddhism,lineage_member,students"
"base,tibetanbuddhism,lineage_member,student_of"
"location,uk_district,administrative_headquarters"
"biology,animal_breed,examples"
"base,animemanga,anime_studio,anime_titles"
"user,alexander,misc,murder_method,murders"
"user,jasso,default_domain,instant_messagers,supported_networks"
"user,skud,boats,vessel_use,includes_uses"
"spaceflight,bipropellant_rocket_engine,fuel"
"law,judge,cases"
"location,postal_code,country"
"base,bigsky,landing_zone,flying_site"
"law,legal_case,judges"
"cricket,cricket_coach,current_team"
"user,jg,default_domain,olympic_games,candidate_city"
"geography,mountain,listings"
"base,dancingwiththestars,professional_performer,seasons_on_dwts"
"user,micahsaul,advertising,ad_campaign,advertiser"
"user,venkytv,default_domain,mythological_figure,mythology"
"base,horticulture,cultured_plant,species"
"spaceflight,rocket_engine_fuel,rocket_engines"
"people,group,member"
"comic_books,comic_book_series,issues"
"base,formula1,formula_1_driver,drivers_championship"
"fashion,garment,specialization_of"
"education,fraternity_sorority,official_charity"
"computer,file_format,used_on"
"conferences,conference_subject,specific_conferences_about_this"
"computer,computing_platform,file_formats_supported"
"user,narphorium,people,notable_siblings,siblings"
"people,group_membership,group"
"event,disaster_affected_structure,survived_disasters"
"business,product_line,category"
